name,race,gender
Maria Flor,Latino_Hispanic,female
Maria Gal,Black_African_descent,female
Maria Gladys,Latino_Hispanic,female
Maria Helena Chira,White_Caucasian,female
Maria Joana,Latino_Hispanic,female
Maria Joao Bastos,East_Indian,female
Maria Laura Nogueira,White_Caucasian,female
Maria Luisa Mendonca,White_Caucasian,female
Maria Luiza Galhano,White_Caucasian,female
Maria Luisa Mendonca,White_Caucasian,female
Maria Luisa Torrens,Latino_Hispanic,female
Maria Manoella,White_Caucasian,male
Maria Marta,Asian,female
Maria Maya,Latino_Hispanic,female
Maria Monica Passos,Latino_Hispanic,female
Maria Monica,Latino_Hispanic,female
Maria Padilha,White_Caucasian,female
Maria Paula Lima,Latino_Hispanic,female
Maria Pompeu,Latino_Hispanic,female
Maria Regina Caldas,Latino_Hispanic,female
Maria Ribeiro,White_Caucasian,female
Maria Rosa,Latino_Hispanic,female
Maria Vieira,Latino_Hispanic,female
Maria Zilda Bethlem,Latino_Hispanic,female
Mariah da Penha,Black_African_descent,female
Mariana Alves,White_Caucasian,male
Mariana Consoli,Latino_Hispanic,female
Mariana Hein,East_Indian,female
Mariana Lima,White_Caucasian,female
Mariana Molina,White_Caucasian,female
Mariana Nunes,Asian,female
Mariana Rios,White_Caucasian,female
Mariana Santos,Latino_Hispanic,female
Mariana Vaz,Latino_Hispanic,female
Mariana Xavier,White_Caucasian,female
Mariana Ximenes,White_Caucasian,female
Marianna Armellini,White_Caucasian,female
Mariano Junior,Latino_Hispanic,male
Mariene de Castro,Asian,female
Marieta Severo,White_Caucasian,female
Marilice Consenza,White_Caucasian,female
Marilu Bueno,White_Caucasian,female
Marina Moschen,White_Caucasian,female
Marina Palha,White_Caucasian,female
Marina Ruy Barbosa,White_Caucasian,female
Mario Frias,White_Caucasian,male
Mario Jose Paz,White_Caucasian,male
Marisa Orth,White_Caucasian,female
Marise Goncalves,Latino_Hispanic,female
Marisol Ribeiro,Latino_Hispanic,female
Maristela Buchan,White_Caucasian,female
Mariza Marchetti,White_Caucasian,female
Marizabel Pacheco,White_Caucasian,male
Marjorie Bernardes,Asian,female
Marjorie Estiano,White_Caucasian,male
Marjorie Queiroz,White_Caucasian,female
Marko Ribeiro,Latino_Hispanic,male
Marly Bueno,White_Caucasian,female
Martha Mellinger,White_Caucasian,female
Martha Nieto,Latino_Hispanic,female
Mary Sheyla,Black_African_descent,female
Marilia Gabriela,White_Caucasian,female
Marilia Martins,White_Caucasian,female
Marilia Pera,White_Caucasian,female
Mateus Rocha,White_Caucasian,male
Mateus Solano,White_Caucasian,male
Matheus Abreu,Latino_Hispanic,male
Matheus Costa,Latino_Hispanic,male
Matheus Fagundes,Asian,male
Matheus Nachtergaele,White_Caucasian,male
Matheus Petinatti,Latino_Hispanic,male
Maureen Miranda,Latino_Hispanic,female
Mauren Mcgee,Latino_Hispanic,female
Mauro Gorini,White_Caucasian,male
Mauro Mendonca,Latino_Hispanic,male
Mauricio Destri,White_Caucasian,male
Mauricio Goncalves,Black_African_descent,male
Mauricio Machado,Latino_Hispanic,male
Mauricio Mattar,Latino_Hispanic,male
Max Fercondini,White_Caucasian,male
Max Lima,Black_African_descent,male
Mayana Moura,Latino_Hispanic,female
Mayana Neiva,Latino_Hispanic,female
Maycon Douglas,Latino_Hispanic,male
Mayte Piragibe,Latino_Hispanic,female
MC Cabelinho,Latino_Hispanic,male
Mel Maia,White_Caucasian,female
Melhor ator,Latino_Hispanic,male
Melhor autor de novela,White_Caucasian,male
Melissa Nobrega,White_Caucasian,female
Melissa Vettore,White_Caucasian,female
Michel Bercovitch,White_Caucasian,male
Michel Capeletti,Latino_Hispanic,female
Michel Gomes,Latino_Hispanic,male
Michel Melamed,Latino_Hispanic,male
Michel Noher,White_Caucasian,male
Michelle Batista,White_Caucasian,female
Michelle Birkheuer,White_Caucasian,female
Michelle Martins,Latino_Hispanic,female
Miguel Arraes,White_Caucasian,female
Miguel Coelho,White_Caucasian,male
Miguel Falabella,White_Caucasian,male
Miguel Magno,White_Caucasian,male
Miguel Nader,Black_African_descent,male
Miguel Oliveira,Black_African_descent,male
Miguel Roncato,White_Caucasian,male
Miguel Romulo,East_Indian,male
Miguel Thire,White_Caucasian,male
Mila Carmo,Black_African_descent,female
Mila Moreira,White_Caucasian,female
Milena Melo,Latino_Hispanic,female
Milena Toscano,White_Caucasian,female
Milena Trindade,White_Caucasian,female
Milhem Cortaz,White_Caucasian,male
Milla Araujo,East_Indian,female
Milton Goncalves,Black_African_descent,female
Miriam Freeland,White_Caucasian,female
Miriam Pires,Latino_Hispanic,female
Miryam Thereza,White_Caucasian,female
Mitsu Kuzume,Latino_Hispanic,male
Miwa Yanagizawa,Asian,female
Monica Iozzi,White_Caucasian,female
Monique Alfradique,White_Caucasian,female
Monique Curi,White_Caucasian,female
Moro Anghileri,White_Caucasian,female
Mouhamed Harfouch,White_Caucasian,male
Murilo Benicio,White_Caucasian,male
Murilo Grossi,White_Caucasian,male
Murilo Rosa,White_Caucasian,male
Mylla Christie,White_Caucasian,female
Myrian Rios,Latino_Hispanic,female
Marcia di Milla,Black_African_descent,male
Marcio Alvarez,Latino_Hispanic,male
Marcio Garcia,White_Caucasian,male
Marcio Kieling,White_Caucasian,male
Marcio Machado,Latino_Hispanic,female
Marcio Rosario,Latino_Hispanic,male
Marcio Seixas,Black_African_descent,male
Marcio Vito,Black_African_descent,male
Mario Borges,White_Caucasian,male
Mario Cesar Camargo,White_Caucasian,male
Mario Frias,White_Caucasian,male
Mario Gomes,White_Caucasian,male
Mario Hermeto,White_Caucasian,male
Mario Mendes,White_Caucasian,male
Mario Schoembergher,White_Caucasian,male
Mario Sergio Cabral,White_Caucasian,female
Monica Carvalho,East_Indian,female
Monica Martelli,White_Caucasian,female
Monica Siedler,White_Caucasian,female
Monica Torres,White_Caucasian,female
Nado Grimberg,White_Caucasian,male
Nahuana Costa,White_Caucasian,female
Nair Bello,Latino_Hispanic,female
Nana Gouvea,White_Caucasian,female
Nanda Costa,White_Caucasian,female
Nanda Lisboa,Latino_Hispanic,female
Nando Brandao,Black_African_descent,male
Nando Cunha,Black_African_descent,male
Nando Rodrigues,Latino_Hispanic,male
Nanego Lira,Latino_Hispanic,male
Nany People,Latino_Hispanic,female
Naomi Robo,White_Caucasian,female
Narcival Rubens,Latino_Hispanic,male
Narjara Turetta,Latino_Hispanic,female
Naruna Costa,Latino_Hispanic,female
Natallia Rodrigues,White_Caucasian,female
Nathalia Altenbernd,Latino_Hispanic,female
Nathalia Dill,White_Caucasian,female
Nathalia Franca,White_Caucasian,male
Nathalia Serra,White_Caucasian,female
Nathalia Timberg,White_Caucasian,female
Nathalia Alvim,White_Caucasian,female
Nathalia Costa,White_Caucasian,female
Nathalia Franca,Latino_Hispanic,male
Nathalia Rodrigues,White_Caucasian,female
Nathalia Timberg,White_Caucasian,female
Natthalia Goncalves,White_Caucasian,female
Natalia Barreto,White_Caucasian,female
Natalia do Vale,White_Caucasian,female
Natalia do Valle,White_Caucasian,female
Natalia Lage,White_Caucasian,female
Naura Schneider,White_Caucasian,female
Neco Vila Lobos,White_Caucasian,male
Nelson Baskerville,East_Indian,male
Nelson Dantas,White_Caucasian,male
Nelson Diniz,White_Caucasian,male
Nelson Freitas,White_Caucasian,male
Nelson Xavier,Latino_Hispanic,male
Netinho Alves,Black_African_descent,male
Neusa Borges,Black_African_descent,female
Neusa Maria Faro,Latino_Hispanic,female
Neuza Borges,Black_African_descent,female
Ney Latorraca,White_Caucasian,male
Nica Bonfim,Black_African_descent,male
Nicette Bruno,White_Caucasian,female
Nicola Lama,White_Caucasian,male
Nicola Siri,White_Caucasian,male
Nicolas Paixao,Black_African_descent,male
Nicolas Prattes,White_Caucasian,male
Nicole Evangeline,White_Caucasian,female
Nicollas Paixao,Black_African_descent,male
Nil Neves,White_Caucasian,male
Nildo Parente,White_Caucasian,male
Nill Marcondes,Black_African_descent,male
Nina Frosi,White_Caucasian,female
Nizo Neto,Latino_Hispanic,male
Noemi Marinho,White_Caucasian,female
Norival Rizzo,White_Caucasian,male
Norma Blum,White_Caucasian,female
Nuno Leal Maia,White_Caucasian,male
Nuno Lopes,Latino_Hispanic,male
Nuno Melo,Latino_Hispanic,male
Nemora Cavalheiro,White_Caucasian,female
Nivea Maria,Latino_Hispanic,female
Nivea Stelmann,Latino_Hispanic,female
Noris Barth,White_Caucasian,female
Oberdan Junior,White_Caucasian,male
Odilon Wagner,White_Caucasian,male
Olivia Torres,East_Indian,female
Olivia Araujo,Black_African_descent,female
Olivia Torres,Latino_Hispanic,female
Omar Docena,White_Caucasian,male
Orlando Caldeira,Black_African_descent,male
Ora Figueiredo,Latino_Hispanic,female
Oscar Magrini,White_Caucasian,male
Osmar Prado,White_Caucasian,male
Osmar Silveira,White_Caucasian,male
Osvaldo Barauna,White_Caucasian,male
Osvaldo Mil,White_Caucasian,male
Oswaldo Loureiro,White_Caucasian,male
Oswaldo Louzada,White_Caucasian,male
Otaviano Costa,Asian,male
Othon Bastos,White_Caucasian,male
Otto Junior,Asian,male
Otavio Augusto,White_Caucasian,male
Otavio de Luris,East_Indian,male
Otavio Martins,Latino_Hispanic,male
Otavio Muller,Black_African_descent,male
Otavio Muller,Black_African_descent,male
Pablo Bellini,White_Caucasian,male
Pablo Morais,East_Indian,male
Pablo Padilla,White_Caucasian,male
Pablo Sanabio,White_Caucasian,male
Paco Sanches,White_Caucasian,male
Padre Luiz,White_Caucasian,male
Pally Siqueira,East_Indian,female
Paloma Bernardi,White_Caucasian,female
Paloma Duarte,White_Caucasian,female
Pamella Rodrigues,Latino_Hispanic,male
Paolla Oliveira,White_Caucasian,female
Pascoal da Conceicao,Latino_Hispanic,male
Pathy Dejesus,Black_African_descent,female
Patricia Pillar,Latino_Hispanic,female
Patrick Sampaio,Latino_Hispanic,male
Patricia Costa,Black_African_descent,female
Patricia Elizardo,White_Caucasian,female
Patricia Franca,East_Indian,female
Patricia Naves,White_Caucasian,female
Patricia Pillar,White_Caucasian,female
Patricia Werneck,White_Caucasian,female
Patricya Travassos,Latino_Hispanic,female
Paula Barbosa,Latino_Hispanic,female
Paula Braun,White_Caucasian,female
Paula Burlamaqui,White_Caucasian,female
Paula Cohen,East_Indian,female
Paula Franco,Latino_Hispanic,female
Paula Loffler,Latino_Hispanic,female
Paula Pereira,Latino_Hispanic,female
Paula Picarelli,White_Caucasian,female
Paula Possani,White_Caucasian,female
Paula Tolentino,White_Caucasian,female
Paulinho Serra,White_Caucasian,male
Paulo Betti,White_Caucasian,male
Paulo Chun,Asian,male
Paulo Coronato,Latino_Hispanic,male
Paulo Cesar Grande,White_Caucasian,male
Paulo Figueiredo,White_Caucasian,male
Paulo Gorgulho,White_Caucasian,male
Paulo Goulart,White_Caucasian,male
Paulo Jose,White_Caucasian,male
Paulo Lessa,Latino_Hispanic,male
Paulo Rocha,White_Caucasian,male
Paulo Tiefenthaler,Black_African_descent,male
Paulo Verlings,White_Caucasian,male
Paulo Vespucio,White_Caucasian,male
Paulo Vilela,White_Caucasian,male
Paulo Vilhena,White_Caucasian,male
Paulo Zulu,Latino_Hispanic,male
Pedro Baiao,White_Caucasian,male
Pedro Bricio,White_Caucasian,male
Pedro Carvalho,East_Indian,male
Pedro Cassiano,Latino_Hispanic,male
Pedro Chagas,Black_African_descent,female
Pedro Farah,White_Caucasian,male
Pedro Fasanaro,White_Caucasian,female
Pedro Furtado,Latino_Hispanic,male
Pedro Gabriel Tonini,White_Caucasian,male
Pedro Garcia Netto,White_Caucasian,male
Pedro Guilherme Rodrigues,Black_African_descent,female
Pedro Henrique Cruz,White_Caucasian,male
Pedro Henrique Muller,White_Caucasian,male
Pedro Inoue,Latino_Hispanic,male
Pedro Kaua Araujo,White_Caucasian,male
Pedro Kauaa Araujo,Latino_Hispanic,male
Pedro Malta,Latino_Hispanic,male
Pedro Neschling,White_Caucasian,male
Pedro Pauleey,Black_African_descent,male
Pedro Paulo Rangel,Latino_Hispanic,male
Pedro Rossa,White_Caucasian,male
Pedro Wagner,Latino_Hispanic,female
Pedroca Monteiro,White_Caucasian,male
Pepita Rodrigues,White_Caucasian,female
Pepita Rodriguez,White_Caucasian,female
Perry Salles,East_Indian,male
Petronio Gontijo,White_Caucasian,male
Pia Manfroni,White_Caucasian,female
Piedade Castelo,Latino_Hispanic,female
Pierre Baitelli,White_Caucasian,male
Pierre Kiwitt,White_Caucasian,male
Pietra Pan,Latino_Hispanic,female
Pitty Webbo,White_Caucasian,male
Polliana Aleixo,Latino_Hispanic,female
Prazeres Barbosa,White_Caucasian,female
Preta Gil,East_Indian,female
Princesa Cecilia de Alencastro,White_Caucasian,male
Priscila Assum,Latino_Hispanic,female
Priscila Camargo,White_Caucasian,female
Priscila Dias,Latino_Hispanic,female
Priscila Fantin,Latino_Hispanic,female
Priscila Marinho,Black_African_descent,female
Priscila Sol,White_Caucasian,female
Priscila Steinman,Latino_Hispanic,female
Pamela Tome,White_Caucasian,female
Perola Faria,Latino_Hispanic,female
Quiteria Chagas,Black_African_descent,female
Quiteria Kelly,White_Caucasian,female
Rachel de Queiroz,Latino_Hispanic,female
Rachel Nunes,Latino_Hispanic,female
Rachel Ripani,White_Caucasian,female
Rafa Martins,Latino_Hispanic,female
Rafa Vachaud,East_Indian,male
Rafael Almeida,White_Caucasian,male
Rafael Calomeni,White_Caucasian,male
Rafael Cardoso,White_Caucasian,male
Rafael Ciani,White_Caucasian,female
Rafael Gevu,East_Indian,male
Rafael Infante,White_Caucasian,male
Rafael Losso,White_Caucasian,male
Rafael Lozano,East_Indian,male
Rafael Machado,White_Caucasian,male
Rafael Miguel,Latino_Hispanic,male
Rafael Oliveira,Black_African_descent,male
Rafael Paiva,Latino_Hispanic,female
Rafael Primot,White_Caucasian,male
Rafael Queiroz,White_Caucasian,male
Rafael Sun,White_Caucasian,male
Rafael Tombini,White_Caucasian,male
Rafael Vitti,White_Caucasian,male
Rafael Zulu,Black_African_descent,male
Rafaela Amado,White_Caucasian,female
Rafaela Fischer,White_Caucasian,female
Rafaela Mandelli,White_Caucasian,female
Rafaela Victor,Latino_Hispanic,male
Raffael Pietro,White_Caucasian,female
Rafhaela Castro,Latino_Hispanic,female
Rainer Cadete,Latino_Hispanic,male
Ramon Francisco,Black_African_descent,male
Ramon Goncalves,White_Caucasian,male
Raoni Carneiro,White_Caucasian,male
Raphael Ghanem,White_Caucasian,male
Raphael Martinez,White_Caucasian,male
Raphael Rodrigues,Black_African_descent,male
Raphael Sander,Latino_Hispanic,male
Raphael Viana,Latino_Hispanic,male
Raphaela Alvitos,Asian,female
Raquel Bertani,White_Caucasian,female
Raquel Fabbri,Latino_Hispanic,female
Raquel Ferreira,Latino_Hispanic,female
Raquel Galvao,White_Caucasian,female
Raquel Parpnelli,Latino_Hispanic,female
Raquel Villar,East_Indian,female
Raul Barretto,White_Caucasian,male
Raul Cortez,White_Caucasian,male
Raul Gazolla,White_Caucasian,male
Ravel Andrade,White_Caucasian,male
Ravel Cabral,White_Caucasian,male
Rayssa Bratillieri,Latino_Hispanic,female
Rayza Alcantara,East_Indian,female
Raissa Medeiros,White_Caucasian,female
Rebeca Orestein,White_Caucasian,female
Regiana Antonini,Latino_Hispanic,female
Regiane Alves,White_Caucasian,female
Regina Braga,White_Caucasian,female
Regina Dourado,Latino_Hispanic,female
Regina Duarte,Asian,female
Regina Maria Dourado,Latino_Hispanic,female
Regina Sampaio,White_Caucasian,male
Reginaldo Faria,White_Caucasian,male
Reinaldo Gonzaga,White_Caucasian,male
Rejane Arruda,White_Caucasian,female
Renan Mayer,White_Caucasian,male
Renan Monteiro,East_Indian,male
Renan Motta,Latino_Hispanic,female
Renan Ribeiro,Latino_Hispanic,male
Renata Augusto,White_Caucasian,female
Renata Bravin,White_Caucasian,female
Renata Castro Barbosa,Latino_Hispanic,female
Renata Dominguez,Latino_Hispanic,female
Renata Ghelli,Latino_Hispanic,female
Renata Imbriani,Latino_Hispanic,female
Renata Motta Lima,Latino_Hispanic,female
Renata Nascimento,White_Caucasian,female
Renata Pitanga,White_Caucasian,female
Renata Ricci,White_Caucasian,female
Renata Roberta,White_Caucasian,female
Renata Soffredini,White_Caucasian,male
Renata Sorrah,Latino_Hispanic,female
Renata Tobelem,Latino_Hispanic,female
Renata Vilela,Black_African_descent,female
Renato Borghi,White_Caucasian,male
Renato Chocair,White_Caucasian,male
Renato Consorte,White_Caucasian,male
Renato Goes,White_Caucasian,male
Renato Rabello,White_Caucasian,male
Renatta Gomes,Latino_Hispanic,female
Reynaldo Gianecchini,White_Caucasian,male
Rhaisa Batista,White_Caucasian,female
Ricardo Blat,Latino_Hispanic,male
Ricardo Castro,Latino_Hispanic,male
Ricardo Duque,White_Caucasian,male
Ricardo Martins,White_Caucasian,male
Ricardo Pavao,White_Caucasian,male
Ricardo Pereira,Latino_Hispanic,male
Ricardo Tozzi,White_Caucasian,male
Ricardo Vandre,Latino_Hispanic,female
Ricardo Vianna,White_Caucasian,male
Rick Garcia,Latino_Hispanic,female
Rita Clemente,Latino_Hispanic,female
Rita Elmor,Latino_Hispanic,female
Rita Guedes,White_Caucasian,female
Rita Porto,White_Caucasian,female
Roberta Almeida,White_Caucasian,female
Roberta Gualda,White_Caucasian,female
Roberta Piragibe,White_Caucasian,female
Roberta Rodrigues,Black_African_descent,female
Robertha Portella,White_Caucasian,female
Roberto Bataglin,White_Caucasian,male
Roberto Birindelli,White_Caucasian,male
Roberto Bomfim,Latino_Hispanic,male
Roberto Bomtempo,White_Caucasian,male
Roberto Bonfim,Latino_Hispanic,male
Roberto Cordovani,White_Caucasian,female
Roberto Frota,Latino_Hispanic,male
Roberto Lopes,East_Indian,male
Roberto Maya,Latino_Hispanic,male
Roberto Pirillo,White_Caucasian,male
Robson Nunes,White_Caucasian,female
Robson Santos,White_Caucasian,male
Rocco Pitanga,Black_African_descent,male
Rodolfo Vaz,White_Caucasian,male
Rodrigo Andrade,White_Caucasian,male
Rodrigo dos Santos,Black_African_descent,male
Rodrigo Fagundes,Latino_Hispanic,male
Rodrigo Faro,Latino_Hispanic,male
Rodrigo Guimaraes,White_Caucasian,male
Rodrigo Hilbert,White_Caucasian,male
Rodrigo Lombardi,White_Caucasian,male
Rodrigo Lopez,White_Caucasian,male
Rodrigo Lopez,White_Caucasian,male
Rodrigo Mathias,Latino_Hispanic,male
Rodrigo Mendonca,White_Caucasian,male
Rodrigo Pandolfo,White_Caucasian,male
Rodrigo Phavanello,Latino_Hispanic,male
Rodrigo Prado,White_Caucasian,male
Rodrigo Rangel,Latino_Hispanic,male
Rodrigo Santoro,Latino_Hispanic,male
Rodrigo Satter,Latino_Hispanic,male
Rodrigo Serrano,White_Caucasian,male
Rodrigo Simas,White_Caucasian,male
Rodrigo Veronese,Latino_Hispanic,male
Roger Gobeth,Latino_Hispanic,male
Rogerio Faria,East_Indian,male
Rogerio Freitas,Latino_Hispanic,male
Romeu Evaristo,Black_African_descent,male
Romis Ferreira,White_Caucasian,male
Roney Facchini,White_Caucasian,male
Roney Villela,Latino_Hispanic,male
Ronnie Marruda,Black_African_descent,male
Ronny Kriwat,White_Caucasian,male
Rosa Marya Colin,Black_African_descent,female
Rosaly Papadopol,White_Caucasian,female
Rosamaria Murtinho,Latino_Hispanic,female
Rosana Dias,White_Caucasian,female
Rosane Gofman,Latino_Hispanic,female
Rosanna Viegas,East_Indian,female
Rosanne Mulholland,Latino_Hispanic,female
Rose Abdallah,White_Caucasian,female
Rosi Campos,White_Caucasian,female
Rosimar de Mello,Latino_Hispanic,female
Rosina Lobosco,White_Caucasian,female
Roumer Calhaes,East_Indian,male
Ruben Gabira,White_Caucasian,female
Rui Rezende,Latino_Hispanic,male
Rui Ricardo Dias,East_Indian,male
Rute Miranda,Black_African_descent,female
Ruth de Souza,Black_African_descent,female
Romulo Delduque,White_Caucasian,female
Romulo Estrela,White_Caucasian,male
Romulo Neto,Latino_Hispanic,male
Sabrina de Souza,Black_African_descent,female
Sabrina Greve,White_Caucasian,female
Sabrina Petraglia,Latino_Hispanic,female
Sabrina Rosa,Latino_Hispanic,female
Sabrina Souza,Black_African_descent,female
Sacha Bali,White_Caucasian,male
Safira Gutierrez,Latino_Hispanic,female
Samantha Schmutz,Latino_Hispanic,female
Samantha Schmutz,Latino_Hispanic,female
Samuel Melo,Black_African_descent,male
Samya Pascotto,White_Caucasian,female
Sandra Barsotti,Latino_Hispanic,female
Sandra Corveloni,Latino_Hispanic,female
Sandro Christopher,Latino_Hispanic,male
Saulo Arcoverde,White_Caucasian,male
Saulo Laranjeira,Black_African_descent,male
Sebastiao Vasconcellos,Latino_Hispanic,male
Selma Egrei,White_Caucasian,female
Selma Reis,Latino_Hispanic,female
Serafim Gonzalez,White_Caucasian,male
Serena Lovatel,White_Caucasian,female
sergio fuize,White_Caucasian,male
Sheila Mattos,Latino_Hispanic,female
Sheron Menezes,Black_African_descent,female
Sheron Menezzes,Black_African_descent,female
Shirley Cruz,Black_African_descent,female
Sidney Magal,White_Caucasian,male
Sidney Sampaio,Latino_Hispanic,male
Sidney Santiago,Black_African_descent,male
Sidy Correa,White_Caucasian,male
Silvero Pereira,Latino_Hispanic,male
Silvia Nobre,East_Indian,female
Silvia Pfeifer,Latino_Hispanic,female
Simon Petracchi,White_Caucasian,male
Simone Gutierrez,Latino_Hispanic,female
Simone Soares,White_Caucasian,female
Simone Spoladore,White_Caucasian,female
Simone Zucato,Latino_Hispanic,female
Sirmar Antunes,Black_African_descent,male
Sofia Loren,White_Caucasian,female
Sofia Terra,White_Caucasian,female
Sokram Sommar,White_Caucasian,male
Solange Badim,White_Caucasian,female
Solange Couto,Latino_Hispanic,female
Sophia Abrahao,White_Caucasian,female
Sophia Roffe,Latino_Hispanic,male
Sophie Charlotte,White_Caucasian,female
Soraya Ravenle,White_Caucasian,female
Stella Freitas,Latino_Hispanic,female
Stella Miranda,White_Caucasian,female
Stepan Nercessian,Latino_Hispanic,male
Sthefany Brito,White_Caucasian,female
Stenio Garcia,White_Caucasian,male
Suely Bispo,Black_African_descent,female
Suely Franco,White_Caucasian,female
Susana Ribeiro,White_Caucasian,female
Susana Vieira,White_Caucasian,female
Susana Werner,White_Caucasian,female
Susanna Kruger,White_Caucasian,female
Suzana Faini,White_Caucasian,female
Suzana Pires,Latino_Hispanic,female
Suzy Rego,Latino_Hispanic,female
Sylbeth Soriano,Latino_Hispanic,female
Sylvia Bandeira,White_Caucasian,female
Sylvia Massari,Latino_Hispanic,male
Sylvia Nazareth,Black_African_descent,female
Sylvio Meanda,White_Caucasian,male
Sefora Rangel,Latino_Hispanic,female
Sergio Abreu,White_Caucasian,male
Sergio Fonta,White_Caucasian,male
Sergio Guize,White_Caucasian,male
Sergio Hondjakoff,White_Caucasian,male
Sergio Malheiros,East_Indian,male
Sergio Mamberti,White_Caucasian,male
Sergio Marone,White_Caucasian,male
Sergio Menezes,Black_African_descent,male
Sergio Rufino,Black_African_descent,male
Sergio Vieira,White_Caucasian,male
Silvia Buarque,White_Caucasian,female
Silvia Pfeifer,Latino_Hispanic,female
Silvia Salgado,Latino_Hispanic,female
Silvio Guindane,Latino_Hispanic,male
Sonia Braga,White_Caucasian,male
Sonia de Paula,Latino_Hispanic,female
Sonia Guedes,White_Caucasian,female
Sonia Siqueira,White_Caucasian,female
Sonia Zagury,White_Caucasian,female
Tadeu di Pietro,White_Caucasian,male
Tadeu Mello,Latino_Hispanic,male
Taina Muller,Latino_Hispanic,female
Talita Fusco,Latino_Hispanic,female
Talita Younan,Latino_Hispanic,female
Tamara Taxman,Latino_Hispanic,female
Tammy Di Calafiori,White_Caucasian,female
Tania Khalill,White_Caucasian,female
Tarciana Saad,White_Caucasian,female
Tarcisio Filho,Latino_Hispanic,male
Tarcisio Meira,White_Caucasian,male
Tatiana Alvim,White_Caucasian,female
Tatiana Tiburcio,Black_African_descent,male
Tato Gabus Mendes,White_Caucasian,male
Tatyane Goulart,Latino_Hispanic,female
Tata Werneck,White_Caucasian,female
Taumaturgo Ferreira,White_Caucasian,male
Tais Araujo,Latino_Hispanic,female
Tais Viana   Tais Grimaldi,Asian,female
Teca Pereira,Black_African_descent,male
Telma Souza,Black_African_descent,female
Teresa Monteiro Castelo,Latino_Hispanic,female
Teuda Bara,Asian,male
Thadeu Matos,Latino_Hispanic,female
Thaiane Maciel,White_Caucasian,female
Thaila Ayala,Latino_Hispanic,female
Thaina Duarte,Black_African_descent,female
Thais Garayp,East_Indian,female
Thais Lago,Latino_Hispanic,female
Thais Muller,White_Caucasian,female
Thalita Carauta,Latino_Hispanic,female
Thalita Lippi,Latino_Hispanic,female
Thalles Cabral,White_Caucasian,male
Thalma de Freitas,Black_African_descent,female
Thamirez Gutierrez,White_Caucasian,male
Thati Lopes,White_Caucasian,female
Thavyne Ferrari,White_Caucasian,female
Thais de Campos,Latino_Hispanic,female
Thais Fersoza,White_Caucasian,female
Thais Garayp,East_Indian,female
Thais Portinho,White_Caucasian,female
Thaissa Carvalho,Latino_Hispanic,female
Thelma Reston,Latino_Hispanic,female
Thelmo Fernandes,White_Caucasian,male
Theo de Almeida Lopes,Latino_Hispanic,female
Theodoro Cochrane,Latino_Hispanic,male
Thereza Piffer,White_Caucasian,female
Thiago Amaral,Asian,male
Thiago de Los Reyes,White_Caucasian,male
Thiago Farias,White_Caucasian,male
Thiago Fragoso,White_Caucasian,male
Thiago Justino,Black_African_descent,male
Thiago Lacerda,White_Caucasian,male
Thiago Luciano,Latino_Hispanic,male
Thiago Martins,White_Caucasian,male
Thiago Mendonca,East_Indian,male
Thiago Oliveira,White_Caucasian,female
Thiago Picchi,White_Caucasian,male
Thiago Rodrigues,White_Caucasian,male
Thiago Thome,Black_African_descent,male
Thiare Maia,White_Caucasian,female
Thomaz Veloso,White_Caucasian,male
Thommy Schiavo,East_Indian,male
Thavyne Ferrari,White_Caucasian,female
Theo Becker,White_Caucasian,male
Tiago Abravanel,Latino_Hispanic,male
Tiago Homci,White_Caucasian,male
Tiago Salomone,White_Caucasian,female
Tina Kara,Latino_Hispanic,female
Titina Medeiros,Latino_Hispanic,female
Tiao D Avila,Latino_Hispanic,male
Tobias Carrieres,White_Caucasian,female
Tomas Sampaio,Asian,male
Tonico Pereira,White_Caucasian,male
Tony Correia,White_Caucasian,male
Tony Garrido,Black_African_descent,male
Tony Ramos,Latino_Hispanic,male
Tony Tornado,Black_African_descent,male
Totia Meireles,White_Caucasian,female
Totia Meirelles,White_Caucasian,female
Triz Pariz,White_Caucasian,female
Tuca Andrada,White_Caucasian,male
Tuna Dwek,Latino_Hispanic,female
Turibio Ruiz,White_Caucasian,male
Tassia Camargo,White_Caucasian,female
Tania Alves,Latino_Hispanic,female
Tania Bondezan,White_Caucasian,female
Tania Khalill,White_Caucasian,female
Tania Khallil,White_Caucasian,female
Tania Toko,Asian,male
Tonia Carrero,White_Caucasian,female
Umberto Magnani,White_Caucasian,male
Val Perre,Black_African_descent,male
Valentina Aguillar,White_Caucasian,female
Valentina Bandeira,White_Caucasian,female
Valentina Herszage,White_Caucasian,female
Valentina Vieira,Asian,female
Valeria Sandalo,Latino_Hispanic,female
Vanessa Gerbelli,Latino_Hispanic,female
Vanessa Giacomo,Latino_Hispanic,female
Vanessa Loes,White_Caucasian,female
Vanessa Machado,Latino_Hispanic,female
Vanessa Pascale,Black_African_descent,female
Vera Ferreira,Latino_Hispanic,female
Vera Fischer,White_Caucasian,female
Vera Holtz,Latino_Hispanic,female
Vera Mancini,Latino_Hispanic,female
Vera Zimmerman,White_Caucasian,female
Vera Zimmermann,White_Caucasian,female
Vergniaud Mendes,White_Caucasian,male
Veronica Debom,Latino_Hispanic,female
Vicentini Gomez,Latino_Hispanic,male
Victor Broz,Latino_Hispanic,male
Victor Fasano,Latino_Hispanic,male
